Statistical profiling result from isolate-0x105800000-5647-v8.log, (40014 ticks, 2833 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      6    0.0%    0.0%  LazyCompile: *validatePropTypes /Users/jinwei/www/nodejs/JavaScript/nodejs/action.geektime/03.actions/4.list/node_modules/react/cjs/react.development.js:1853:27
      6    0.0%    0.0%  LazyCompile: *specify /Users/jinwei/www/nodejs/JavaScript/nodejs/action.geektime/03.actions/4.list/node_modules/negotiator/lib/encoding.js:117:17
      6    0.0%    0.0%  LazyCompile: *onceWrapper events.js:303:21
      6    0.0%    0.0%  LazyCompile: *onSocketResume _http_server.js:763:24
      6    0.0%    0.0%  LazyCompile: *handleData /Users/jinwei/www/nodejs/JavaScript/nodejs/action.geektime/03.actions/4.list/node_modules/easy_sock/lib/easy_sock.js:304:20
      6    0.0%    0.0%  LazyCompile: *get path /Users/jinwei/www/nodejs/JavaScript/nodejs/action.geektime/03.actions/4.list/node_modules/koa/lib/request.js:144:11
      6    0.0%    0.0%  LazyCompile: *Socket._destroy net.js:644:37
      5    0.0%    0.0%  RegExp: (?:^|\W)chunked(?:$|\W)
      5    0.0%    0.0%  LazyCompile: *writeGeneric internal/stream_base_commons.js:140:22
      5    0.0%    0.0%  LazyCompile: *parse querystring.js:240:15
      5    0.0%    0.0%  LazyCompile: *module.exports /Users/jinwei/www/nodejs/JavaScript/nodejs/action.geektime/03.actions/4.list/node/get-data.js:3:33
      5    0.0%    0.0%  LazyCompile: *mapSingleChildIntoContext /Users/jinwei/www/nodejs/JavaScript/nodejs/action.geektime/03.actions/4.list/node_modules/react/cjs/react.development.js:1278:35
      5    0.0%    0.0%  LazyCompile: *defined /Users/jinwei/www/nodejs/JavaScript/nodejs/action.geektime/03.actions/4.list/node_modules/protocol-buffers/compile.js:19:32
      5    0.0%    0.0%  LazyCompile: *arrayClone events.js:493:20
      5    0.0%    0.0%  LazyCompile: *addListener events.js:292:58
      5    0.0%    0.0%  LazyCompile: *Writable _stream_writable.js:222:18
      5    0.0%    0.0%  LazyCompile: *<anonymous> internal/per_context/primordials.js:23:10
      5    0.0%    0.0%  LazyCompile: *<anonymous> _http_outgoing.js:505:44
      5    0.0%    0.0%  LazyCompile: *<anonymous> /Users/jinwei/www/nodejs/JavaScript/nodejs/action.geektime/03.actions/4.list/node_modules/delegates/index.js:71:40
      5    0.0%    0.0%  LazyCompile: *<anonymous> /Users/jinwei/www/nodejs/JavaScript/nodejs/action.geektime/03.actions/4.list/node/get-data.js:10:8
      4    0.0%    0.0%  RegExp: (?:^|[\\/])\.\.(?:[\\/]|$)
      4    0.0%    0.0%  LazyCompile: *onconnection net.js:1524:22
      4    0.0%    0.0%  LazyCompile: *isValidElementType /Users/jinwei/www/nodejs/JavaScript/nodejs/action.geektime/03.actions/4.list/node_modules/react/cjs/react.development.js:1566:28
      4    0.0%    0.0%  LazyCompile: *easySock.decode /Users/jinwei/www/nodejs/JavaScript/nodejs/action.geektime/03.actions/4.list/node/rpc/rpc-client.js:48:28
      4    0.0%    0.0%  LazyCompile: *destroy internal/streams/destroy.js:27:17
      4    0.0%    0.0%  LazyCompile: *_writeRaw _http_outgoing.js:314:19
      4    0.0%    0.0%  LazyCompile: *Readable.removeAllListeners _stream_readable.js:936:49
      4    0.0%    0.0%  LazyCompile: *Readable _stream_readable.js:172:18
      4    0.0%    0.0%  LazyCompile: *Container /Users/jinwei/www/nodejs/JavaScript/nodejs/action.geektime/03.actions/4.list/components/container.jsx:6:14
      4    0.0%    0.0%  LazyCompile: *Accepts /Users/jinwei/www/nodejs/JavaScript/nodejs/action.geektime/03.actions/4.list/node_modules/accepts/index.js:32:18
      3    0.0%    0.0%  RegExp: ^debug_
      3    0.0%    0.0%  LazyCompile: *setHeader _http_outgoing.js:521:57
      3    0.0%    0.0%  LazyCompile: *setHasTickScheduled internal/process/task_queues.js:53:29
      3    0.0%    0.0%  LazyCompile: *push internal/fixed_queue.js:75:7
      3    0.0%    0.0%  LazyCompile: *onParserExecute _http_server.js:532:25
      3    0.0%    0.0%  LazyCompile: *onCorkedFinish _stream_writable.js:733:24
      3    0.0%    0.0%  LazyCompile: *encodingLength /Users/jinwei/www/nodejs/JavaScript/nodejs/action.geektime/03.actions/4.list/node_modules/protocol-buffers-encodings/index.js:130:27
      3    0.0%    0.0%  LazyCompile: *connectionListener _http_server.js:361:28
      3    0.0%    0.0%  LazyCompile: *clearTimeout timers.js:157:22
      3    0.0%    0.0%  LazyCompile: *cb /Users/jinwei/www/nodejs/JavaScript/nodejs/action.geektime/03.actions/4.list/node_modules/easy_sock/lib/easy_sock.js:127:18
      3    0.0%    0.0%  LazyCompile: *alloc buffer.js:345:30
      3    0.0%    0.0%  LazyCompile: *_flush _http_outgoing.js:824:51
      3    0.0%    0.0%  LazyCompile: *_finish _http_outgoing.js:799:53
      3    0.0%    0.0%  LazyCompile: *Socket.end net.js:581:32
      3    0.0%    0.0%  LazyCompile: *Readable.removeListener _stream_readable.js:919:45
      3    0.0%    0.0%  LazyCompile: *<anonymous> net.js:664:24
      3    0.0%    0.0%  LazyCompile: *<anonymous> internal/fs/utils.js:541:42
      3    0.0%    0.0%  LazyCompile: *<anonymous> /Users/jinwei/www/nodejs/JavaScript/nodejs/action.geektime/03.actions/4.list/node_modules/graceful-fs/polyfills.js:285:21
      2    0.0%    0.0%  RegExp: ^\s*<
      2    0.0%    0.0%  RegExp: ^\/|\\
      2    0.0%    0.0%  RegExp: ^(.*)[\\/]node_modules[\\/]
      2    0.0%    0.0%  LazyCompile: *undestroy internal/streams/destroy.js:87:19
      2    0.0%    0.0%  LazyCompile: *stat fs.js:903:14
      2    0.0%    0.0%  LazyCompile: *readInt32BE internal/buffer.js:466:21
      2    0.0%    0.0%  LazyCompile: *onParserExecuteCommon _http_server.js:575:31
      2    0.0%    0.0%  LazyCompile: *isValidElement /Users/jinwei/www/nodejs/JavaScript/nodejs/action.geektime/03.actions/4.list/node_modules/react/cjs/react.development.js:1034:24
      2    0.0%    0.0%  LazyCompile: *insert internal/timers.js:310:16
      2    0.0%    0.0%  LazyCompile: *getEncodingPriority /Users/jinwei/www/nodejs/JavaScript/nodejs/action.geektime/03.actions/4.list/node_modules/negotiator/lib/encoding.js:98:29
      2    0.0%    0.0%  LazyCompile: *get accept /Users/jinwei/www/nodejs/JavaScript/nodejs/action.geektime/03.actions/4.list/node_modules/koa/lib/request.js:498:13
      2    0.0%    0.0%  LazyCompile: *endReadableNT _stream_readable.js:1199:23
      2    0.0%    0.0%  LazyCompile: *emitReadable _stream_readable.js:588:22
      2    0.0%    0.0%  LazyCompile: *debug /Users/jinwei/www/nodejs/JavaScript/nodejs/action.geektime/03.actions/4.list/node_modules/koa-send/node_modules/debug/src/common.js:66:19
      2    0.0%    0.0%  LazyCompile: *append internal/linkedlist.js:29:16
      2    0.0%    0.0%  LazyCompile: *afterWriteDispatched internal/stream_base_commons.js:148:30
      2    0.0%    0.0%  LazyCompile: *Socket.resume net.js:602:35
      2    0.0%    0.0%  LazyCompile: *<anonymous> /Users/jinwei/www/nodejs/JavaScript/nodejs/action.geektime/03.actions/4.list/components/column-items.jsx:5:67
      1    0.0%    0.0%  RegExp: ^\s*< {1}
      1    0.0%    0.0%  RegExp: ^((?:@[^/\\%]+\/)?[^./\\%][^/\\%]*)(\/.*)?$
      1    0.0%    0.0%  LazyCompile: *validateString internal/validators.js:116:24
      1    0.0%    0.0%  LazyCompile: *tryReadStart net.js:559:22
      1    0.0%    0.0%  LazyCompile: *slice buffer.js:1072:40
      1    0.0%    0.0%  LazyCompile: *shift internal/fixed_queue.js:80:8
      1    0.0%    0.0%  LazyCompile: *set /Users/jinwei/www/nodejs/JavaScript/nodejs/action.geektime/03.actions/4.list/node_modules/koa/lib/response.js:457:6
      1    0.0%    0.0%  LazyCompile: *readStart _http_incoming.js:31:19
      1    0.0%    0.0%  LazyCompile: *nop _stream_writable.js:62:13
      1    0.0%    0.0%  LazyCompile: *needFinish _stream_writable.js:664:20
      1    0.0%    0.0%  LazyCompile: *needError internal/streams/destroy.js:3:19
      1    0.0%    0.0%  LazyCompile: *nativeModuleRequire internal/bootstrap/loaders.js:188:29
      1    0.0%    0.0%  LazyCompile: *module.exports /Users/jinwei/www/nodejs/JavaScript/nodejs/action.geektime/03.actions/4.list/node_modules/varint/length.js:12:27
      1    0.0%    0.0%  LazyCompile: *listenerCount events.js:473:23
